Text,Positive Value,Negative Value,Difference,Word Count
"He sighed and sat up straight, fighting off the stiffening feeling in his loins. But soon he was slouched again. His lips were numb. I m almost drunk, he thought. His sense of the city and park fell away; he was floating in the car and Jan and Mary were in back, kissing, spooning. A long time passed. Jan sat up and pulled Mary with him. It s one o clock, honey, ù Mary said.  I better go in. ù O.K. But let s drive a little more. It s great here. ù Father says I m a bad girl. ù I m sorry, darling. ù I ll call you in the morning before I go. ù Sure. What time? ù About eight-thirty. ù Gee, but I hate to see you go to Detroit. ù I hate to go too. But I got to. You see, honey, I got to make up for being bad with you down in Florida. I got to do what Mother and Father say for awhile. ù I hate to see you go just the same. ù I ll be back in a couple of days. ù A couple of days is a long time. ù You re silly, but you re sweet, ù she said, laughing and kissing him. You better drive on, Bigger, ù Jan called.He swung the car out of the park and headed for Forty-sixth Street. I ll get out here, Bigger! ùHe stopped the car. Bigger heard them speak in whispers. Good-bye, Jan. ù Good-bye, honey. ù I ll call you tomorrow? ù Sure. ùJan stood at the front door of the car and held out his palm. Bigger shook timidly.  It s been great meeting you, Bigger, ù Jan said. O.K., ù Bigger mumbled. I m damn glad I know you. Look. Have another drink. ùBigger took a big swallow. You better give me one, too, Jan. It ll make me sleep, ù Mary said. You re sure you haven t had enough? ù Aw, come on, honey. ùShe got out of the car and stood on the curb. Jan gave her the bottle and she tilted it. Whoa! ù Jan said. What s the matter? ù I don t want you to pass out. ù I can hold it. ùJan tilted the bottle and emptied it, then laid it in the gutter. He fumbled clumsily in his pockets for something. He swayed; he was drunk. You lose something, honey? ù Mary lisped; she, too, was drunk. Naw; I got some stuff here I want Bigger to read. Listen. Bigger, I got some pamphlets here. I want you to read  em, see? ùBigger held out his hand and received a small batch of booklets. ù I really want you to read  em, now. We ll have a talk  bout  em in a coupla days _. ù His speech was thick. I ll read  em, ù Bigger said, stifling a yawn and stuffing the booklets into his pocket. I ll see that he reads  em, ù Mary said.Jan kissed her again. Bigger heard a Loop-bound car rumbling far down the avenue. Well, good-bye, ù he said. Goo -bye, honey, ù Mary said.  I m gonna ride up front with Bigger. ùShe got into the front seat. The street car clanged to a stop. Jan swung onto it and it started north. Bigger drove toward Drexel Boulevard. Mary slumped down in the seat and sighed. Her legs sprawled wide apart. The car rolled along. Bigger s head was spinning. You re very nice, Bigger, ù she said.He looked at her. Her face was pasty white. Her eyes were glassy.She was very drunk. I don t know, ù he said. My! But you say the funniest things, ù she giggled. Maybe, ù he said.She leaned her head on his shoulder. You don t mind, do you? ù""I don t mind. ù You know, for three hours you haven t said yes or no. ùShe doubled up with laughter. He tightened with ",0.029038113,0.029038113,0,669
hate. ,0.5,0,0.5,1
"Again she was looking inside of him and he did not like it. She sat up and dabbed at her eyes with a handkerchief. He kept his eyes straight in front of him and swung the car into the driveway and brought it to a stop. He got out and opened the door. She did not move. Her eyes were closed. We re here, ù he said.She tried to get up and slipped back into the seat. Aw, shucks! ùShe s drunk, really drunk, Bigger thought. She stretched out her hand.  Here; gimme a lift. I m wobbly _. ùShe was resting on the small of her back and her dress was pulled up so far that he could see where her stockings ended on her thighs. He stood looking at her for a moment; she raised her eyes and looked at him. She laughed. Help me, Bigger. I m stuck. ùHe helped her and his hands felt the softness of her body as she stepped to the ground. Her dark eyes looked at him feverishly from deep sockets. Her hair was in his face, filling him with its scent. He gritted his teeth, feeling a little ",0.010752688,0.02688172,-0.016129032,197
dizzy.,0,1,-1,1
" Where s my hat? I dropped it somewhere _. ùShe swayed as she spoke and he tightened his arms about her, holding her up. He looked round; her hat was lying on the running board. Here it is, ù he said.As he picked it up he wondered what a white man would think seeing him here with her like this. Suppose old man Dalton saw him now? ",0.031746032,0.015873016,0.015873016,67
"Apprehensively, ",0.5,0,0.5,1
"he looked up at the big house. It was dark and silent. Well, ù Mary sighed.  I suppose I better go to bed _. ùHe turned her loose, but had to catch her again to keep her off the pavement. He led her to the steps. Can you make it? ùShe looked at him as though she had been challenged. Sure. Turn me loose _. ùHe took his arm from her and she mounted the steps firmly and then stumbled loudly on the wooden porch. Bigger made a move toward her, but stopped, his hands outstretched, frozen with ",0.022222222,0.022222222,0,98
fear. ,0.5,0.5,0,1
"Good God, she ll wake up everybody! She was half-bent over, resting on one knee and one hand, looking back at him in amused astonishment. That girl s crazy! She pulled up and walked slowly back down the steps, holding onto the railing. She swayed before him, smiling. I sure am drunk _. ùHe watched her with a mingled feeling of ",0.070175439,0.052631579,0.01754386,61
"helplessness, ",0.5,0.5,0,1
"admiration, ",1,0,1,1
and ,0.5,0,0.5,1
hate. ,0.5,0,0.5,1
"If her father saw him here with her now, his job would be over. But she was beautiful, slender, with an air that made him feel that she did not hate him with the hate of other white people.But, for all of that, she was white and he ",0.102040816,0,0.102040816,48
hated ,0.5,0,0.5,1
"her. She closed her eyes slowly, then opened them; she was trying desperately to take hold of herself. Since she was not able to get to her room alone, ought he to call Mr. Dalton or Peggy? Naw _. That would betray her. And, too, in spite of his ",0.040816327,0.06122449,-0.020408163,49
hate ,0.5,0,0.5,1
"for her, he was ",0.2,0,0.2,4
excited ,1,0,1,1
"standing here watching her like this. Her eyes closed again and she swayed toward him. He caught her. I d better help you, ù he said. Let s go the back way, Bigger. I ll stumble sure as hell _and wake up everybody _if we go up the front _. ùHer feet dragged on the concrete as he led her to the basement. He switched on the light, supporting her with his free hand. I didn t know I was sho drunk, ù she mumbled.He led her slowly up the narrow stairs to the kitchen door, his hand circling her waist and the tips of his fingers feeling the soft swelling of her breasts. Each second she was leaning more heavily against him. Try to stand up, ù he whispered fiercely as they reached the kitchen door.He was thinking that perhaps Mrs. Dalton was standing in flowing white and staring with stony blind eyes in the middle of the floor, as she had been when he had come for the glass of water. He eased the door back and looked. The kitchen was empty and dark, save for a faint blue hazy light that seeped through a window from the winter sky. Come on. ùShe pulled heavily on him, her arm about his neck. He pushed the door in and took a step inside and stopped, waiting, listening. He felt her hair brush his lips. His skin glowed warm and his muscles flexed; he looked at her face in the dim light, his senses drunk with the odor of her hair and skin. He stood for a moment, then whispered in ",0.043137255,0.047058824,-0.003921569,271
excitement ,1,0,1,1
and ,0.5,0,0.5,1
fear:,0,1,-1,1
" Come on; you got to get to your room. ùHe led her out of the kitchen into the hallway; he had to walk her a step at a time. The hall was empty and dark; slowly he half-walked and half-dragged her to the back stairs. Again he hated her; he shook her. Come on; wake up! ùShe did not move or open her eyes; finally she mumbled something and swayed limply. His fingers felt the soft curves of her body and he was still, looking at her, enveloped in a sense of physical ",0.032967033,0.032967033,0,93
elation. ,1,0,1,1
"This little bitch! he thought. Her face was touching his. He turned her round and began to mount the steps, one by one. He heard a slight creaking and stopped. He looked, straining his eyes in the gloom. But there was no one. When he got to the top of the steps she was completely limp and was still trying to mumble something. Goddamn! He could move her only by lifting her bodily. He caught her in his arms and carried her down the hall, then paused. Which was her door? Goddamn! Where s your room? ù he whispered. She did not answer. Was she completely out? He could not leave her here; if he took his hands from her she would sink to the floor and lie there all night. He shook her hard, speaking as loudly as he dared. Where s your room? ùMomentarily, she roused herself and looked at him with blank eyes. Where s your room? ù he asked again.She rolled her eyes toward a door. He got her as far as the door and stopped. Was this really her room? Was she too drunk to know? Suppose he opened the door to Mr. and Mrs. Dalton s room? Well, all they could do was fire him. It wasn t his fault that she was drunk.",0.009569378,0.052631579,-0.043062201,220
"He felt strange, ",0.25,0.25,0,3
"possessed, ",0.5,0,0.5,1
"or as if he were acting upon a stage in front of a crowd of people. Carefully, he freed one hand and turned the knob of the door. He waited; nothing happened. He pushed the door in quietly; the room was dark and silent. He felt along the wall with his fingers for the electric switch and could not find it. He stood, holding her in his arms, ",0.014492754,0.014492754,0,68
"fearful, ",0.5,0.5,0,1
in ,0.5,0,0.5,1
doubt. ,0.5,0.5,0,1
"His eyes were growing used to the darkness and a little light seeped into the room from the winter sky through a window. At the far end of the room he made out the shadowy form of a white bed. He lifted her and brought her into the room and closed the door softly. Here; wake up, now. ùHe tried to stand her on her feet and found her weak as jelly. He held her in his arms again, listening in the darkness. His senses reeled from the scent of her hair and skin. She was much smaller than Bessie, his girl, but much softer. Her face was buried in his shoulder; his arms tightened about her. Her face turned slowly and he held his face still, waiting for her face to come round, in front of his. Then her head leaned backward, slowly, gently; it was as though she had given up. Her lips, faintly moist in the hazy blue light, were parted and he saw the furtive glints of her white teeth. Her eyes were closed. He stared at her dim face, the forehead capped with curly black hair. He eased his hand, the fingers spread wide, up the center of her back and her face came toward him and her lips touched his, like something he had imagined. He stood her on her feet and she swayed against him. He tightened his arms as his lips pressed tightly against hers and he felt her body moving strongly. The thought and conviction that Jan had had her a lot flashed through his mind. He kissed her again and felt the sharp bones of her hips move in a hard and veritable grind. Her mouth was open and her breath came slow and deep.He lifted her and laid her on the bed. Something urged him to leave at once, but he leaned over her, ",0.031847134,0.054140127,-0.022292994,315
"excited, ",1,0,1,1
"looking at her face in the dim light, not wanting to take his hands from her breasts. She tossed and mumbled sleepily. He tightened his fingers on her breasts, kissing her again, feeling her move toward him. He was aware only of her body now; his lips trembled. Then he stiffened. The door behind him had creaked.He turned and a hysterical ",0.032258065,0.032258065,0,61
terror ,0.5,0.5,0,1
"seized him, as though he were falling from a great height in a dream. A white blur was standing by the door, silent, ghostlike. It filled his eyes and gripped his body. It was Mrs. Dalton. He wanted to knock her out of his way and bolt from the room. Mary! ù she spoke softly, questioningly.Bigger held his breath. Mary mumbled again; he bent over her, his fists clenched in ",0.057971014,0.028985507,0.028985507,70
fear. ,0.5,0.5,0,1
"He knew that Mrs. Dalton could not see him; but he knew that if Mary spoke she would come to the side of the bed and discover him, touch him. He waited ",0.03030303,0,0.03030303,32
"tensely,",0,0,0,1
afraid ,0.5,0.5,0,1
"to move for fear of bumping into some thing in the dark and betraying his presence. Mary! ùHe felt Mary trying to rise and quickly he pushed her head back to the pillow. She must be asleep, ù Mrs. Dalton mumbled.He wanted to move from the bed, but was ",0.02173913,0.065217391,-0.043478261,49
afraid ,0.5,0.5,0,1
"he would stumble over something and Mrs. Dalton would hear him, would know that someone besides Mary was in the room. ",0.045454545,0,0.045454545,21
Frenzy ,0.5,0.5,0,1
dominated him. He held his hand over her mouth and his head was cocked at an angle that enabled him to see Mary and Mrs. Dalton by merely shifting his eyes. Mary mumbled and tried to rise again. ,0.025641026,0,0.025641026,38
"Frantically, ",0.5,0.5,0,1
"he caught a corner of the pillow and brought it to her lips. He had to stop her from mumbling, or he would be caught. Mrs. Dalton was moving slowly toward him and he grew tight and full, as though about to explode. Mary s fingernails tore at his hands and he caught the pillow and covered her entire face with it, firmly. Mary s body surged upward and he pushed downward upon the pillow with all of his weight, determined that she must not move or make any sound that would betray him. His eyes were filled with the white blur moving toward him in the shadows of the room. Again Mary s body heaved and he held the pillow in a grip that took all of his strength. For a long time he felt the sharp pain of her fingernails biting into his wrists. The white blur was still. Mary? Is that you? ùHe clenched his teeth and held his breath, ",0.044025157,0.025157233,0.018867925,163
intimidated ,0.5,0,0.5,1
"to the core by the awesome white blur floating toward him. His muscles flexed taut as steel and he pressed the pillow, feeling the bed give slowly, evenly, but silently. Then suddenly her fingernails did not bite into his wrists. Mary s fingers loosened. He did not feel her surging and heaving against him. Her body was still. Mary! Is that you? ùHe could see Mrs. Dalton plainly now. As he took his hands from the pillow he heard a long slow sigh go up from the bed into the air of the darkened room, a sigh which afterwards, when he remembered it, seemed final, irrevocable. Mary! Are you ill? ùHe stood up. With each of her movements toward the bed his body made a movement to match hers, away from her, his feet not lifting themselves from the floor, but sliding softly and silently over the smooth deep rug, his muscles flexed so taut they ached. Mrs. Dalton now stood over the bed. Her hands reached out and touched Mary. Mary! Are you asleep? I heard you moving about _. ùMrs. Dalton straightened suddenly and took a quick step back You re dead drunk! You stink with whiskey! ùShe stood silently in the hazy blue light, then she knelt at the side of the bed. Bigger heard her whispering. She s praying, he thought in amazement and the words echoed in his mind as though someone had spoken them aloud. Finally, Mrs. Dalton stood up and her face tilted to that upward angle at which she always held it. He waited, his teeth clamped, his fists clenched. She moved slowly toward the door; he could scarcely see her now. The door creaked; then silence. He relaxed and sank to the floor, his breath going in a long gasp. He was weak and wet with sweat. He stayed crouched and bent, hearing the sound of his breathing filling the darkness. Gradually, the intensity of his sensations subsided and he was aware of the room. ",0.040247678,0.043343653,-0.003095975,334
He felt that he had been in the grip of a weird spell and was now free. ,0.111111111,0.055555556,0.055555556,17
"The fingertips of his right hand were pressed deeply into the soft fibers of the rug and his whole body vibrated from the wild pounding of his heart. He had to get out of the room, and quickly. Suppose that had been Mr. Dalton? His escape had been narrow enough, as it was. He stood and listened. Mrs. Dalton might be out there in the hallway. How could he get out of the room? He all but shuddered with the intensity of his loathing for this house and all it had made him feel since he had first come into it. He reached his hand behind him and touched the wall; he was glad to have something solid at his back. He looked at the shadowy bed and remembered Mary as some person he had not seen in a long time. She was still there. Had he hurt her? He went to the bed and stood over her; her face lay sideways on the pillow. His hand moved toward her, but stopped in mid-air. He blinked his eyes and stared at Mary s face; it was darker than when he had first bent over her. Her mouth was open and her eyes bulged glassily. Her bosom, her bosom, her îher bosom was not moving! He could not hear her breath coming and going now as he had when he had first brought her into the room! He bent and moved her head with his hand and found that she was relaxed and limp. He snatched his hand away. Thought and feeling were balked in him; there was something he was trying to tell himself, desperately, but could not. Then, convulsively, he sucked his breath in and huge words formed slowly, ringing in his ears: She s dead _.The reality of the room fell from him; the vast city of white people that sprawled outside took its place. She was dead and he had killed her. He was a murderer, a Negro murderer, a black murderer. He had killed a white woman. He had to get away from here. Mrs. Dalton had been in the room while he was there, but she had not known it. But, had she? No! Yes! Maybe she had gone for help? No. If she had known she would have screamed. She didn t know. He had to slip out of the house. Yes. He could go home to bed and tomorrow he could tell them that he had driven Mary home and had left her at the side door. In the darkness his fear made live in him an element which he reckoned with as  them. ù He had to construct a case for  them. ù But, Jan! Oh _. Jan would give him away. When it was found that she was dead Jan would say that he had left them together in the car at Forty-sixth Street and Cottage Grove Avenue. But he would tell them that that was not true. And, after all, was not Jan a Red? Was not his word as good as Jan s? He would say that Jan had come home with them. No one must know that he was the last person who had been with her. Fingerprints! He had read about them in magazines. His fingerprints would give him away, surely! They could prove that he had been inside of her room! But suppose he told them that he had come to get the trunk? That was it! The trunk! His fingerprints had a right to be here. He looked round and saw her trunk on the other side of the bed, open, the top standing up. He could take the trunk to the basement and put the car into the garage and then go home. No! There was a better way. He would not put the car into the garage! He would say that Jan had come to the house and he had left Jan outside in the car. But there was still a better way! Make them think that Jan did it. Reds d do anything. Didn t the papers say so? He would tell them that he had brought Jan and Mary home in the car and Mary had asked him to go with her to her room to get the trunk îand Jan was with them! îand he had got the trunk and had taken it to the basement and when he had gone he had left Mary and Jan îwho had come back down îsitting in the car, kissing _. That s it! He heard a clock ticking and searched for it with his eyes; it was at the head of Mary s bed, its white dial glowing in the blue darkness. It was five minutes past three. Jan had left them at Forty-sixth Street and Cottage Grove. Jan didn t leave at Forty-sixth Street; he rode with us _.He went to the trunk and eased the top down and dragged it over the rug to the middle of the floor. He lifted the top and felt inside; it was half-empty. Then he was still, barely breathing, filled with another idea. Hadn t Mr. Dalton said that they did not get up early on Sunday mornings? Hadn t Mary said that she was going to Detroit? If Mary were missing when they got up, would they not think that she had already gone to Detroit? He _.Yes! He could, he could put her in the trunk! She was small. Yes; put her in the trunk. She had said that she would be gone for three days. For three days, then, maybe no one would know. He would have three days of time. She was a crazy girl anyhow. She was always running around with Reds, wasn t she? Anything could happen to her. People would think that she was up to some of her crazy ways when they missed her. Yes, Reds d do anything. Didn t the papers say so? He went to the bed; he would have to lift her into the trunk. He did not want to touch her, but he knew he had to. He bent over. His hands were outstretched, trembling in mid-air. He had to touch her and lift her and put her in the trunk. He tried to move his hands and could not. It was as though he expected her to scream when he touched her. Goddamn! It all seemed foolish!He wanted to laugh. It was unreal. Like a nightmare. He had to lift a dead woman and was ",0.023364486,0.023364486,0,1095
afraid. ,0.5,0.5,0,1
"He felt that he had been dreaming of something like this for a long time,",0,0,0,15
"and then, suddenly, it was true. He heard the clock ticking. Time was passing. It would soon be morning. He had to act. He could not stand here all night like this; he might go to the electric chair. He shuddered and something cold crawled over his skin. Goddamn! He pushed his hand gently under her body and lifted it. He stood with her in his arms; she was limp. He took her to the trunk and involuntarily jerked his head round and saw a white blur standing at the door and his body was instantly wrapped in a sheet of blazing terror and a hard ache seized his head and then the white blur went away. I thought that was her _. His heart pounded. He stood with her body in his arms in the silent room and cold facts battered him like waves sweeping in from the sea: she was dead; she was white; she was a woman; he had killed her; he was black; he might be caught; he did not want to be caught; if he were they would kill him. He stooped to put her in the trunk. Could he get her in? He looked again toward the door, expecting to see the white blur; but nothing was there. He turned her on her side in his arms; he was breathing hard and his body trembled. He eased her down, listening to the soft rustle of her clothes. He pushed her head into a corner, but her legs were too long and would not go in. He thought he heard a noise and straightened; it seemed to him that his breathing was as loud as wind in a storm. He listened and heard nothing. He had to get her legs in! Bend her legs at the knees, he thought. Yes, almost. A little more _. He bent them some more. Sweat dripped from his chin onto his hands. He doubled her knees and pushed her completely into the trunk. That much was done. He eased the top down and fumbled in the darkness for the latch and heard it click loudly. He stood up and caught hold of one of the handles of the trunk and pulled. The trunk would not move. He was weak and his hands were slippery with sweat. He gritted his teeth and caught the trunk with both hands and pulled it to the door. He opened the door and looked into the hall; it was empty and silent. He stood the trunk on end and carried his right hand over his left shoulder and stooped and caught the strap and lifted the trunk to his back. Now, he would have to stand up. He strained; the muscles of his shoulders and legs quivered with effort. He rose, swaying, biting his lips. Putting one foot carefully before the other, he went down the hall, down the stairs, then through another hall to the kitchen and paused. His back ached and the strap cut into his palm like fire. The trunk seemed to weigh a ton. He expected the white blur to step before him at any moment and hold out its hand and touch the trunk and demand to know what was in it. He wanted to put the trunk down and rest; but he was afraid that he would not be able to lift it again. He walked across the kitchen floor, down the steps, leaving the kitchen door open behind him. He stood in the darkened basement with the trunk upon his back and listened to the roaring draft of the furnace and saw the coals burning red through the cracks. He stooped, waiting to hear the bottom of the trunk touch the concrete floor. He bent more and rested on one knee. Goddamn! His hand, seared with fire, slipped from the strap and the trunk hit the floor with a loud clatter. He bent forward and squeezed his right hand in his left to still the fiery pain. He stared at the furnace. He trembled with another idea. He îhe could, he îhe could put her, he could put her in the furnace. He would burn her! That was the safest thing of all to do. He went to the furnace and opened the door. A huge red bed of coals blazed and quivered with molten fury. He opened the trunk. She was as he had put her: her head buried in one corner and her knees bent and doubled toward her stomach. He would have to lift her again. He stooped and caught her shoulders and lifted her in his arms. He went to the door of the furnace and paused. The fire seethed. Ought he to put her in head or feet first? Because he was ",0.022584693,0.038895859,-0.016311167,800
tired ,0.5,0.5,0,1
and ,0.5,0,0.5,1
"scared, ",0.5,0,0.5,1
"and because her feet were nearer, he pushed her in, feet first. The heat blasted his hands. He had all but her shoulders in. He looked into the furnace; her clothes were ablaze and smoke was filling the interior so that he could scarcely see. The draft roared upward, droning in his ears. He gripped her shoulders and pushed hard, but the body would not go any farther. He tried again, but her head still remained out. Now _. Goddamn! He wanted to strike something with his fist. What could he do? He stepped back and looked. A noise made him whirl; two green burning pools îpools of accusation and guilt îstared at him from a white blur that sat perched upon the edge of the trunk. His mouth opened in a silent scream and his body became ",0.02189781,0.04379562,-0.02189781,138
hotly ,0.5,0,0.5,1
paralyzed. ,0.5,0.5,0,1
"It was the white cat and its round green eyes gazed past him at the white face hanging limply from the fiery furnace door. God! He closed his mouth and swallowed. Should he catch the cat and kill it and put it in the furnace, too? He made a move. The cat stood up; its white fur bristled; its back arched. He tried to grab it and it bounded past him with a long wail of fear and scampered up the steps and through the door and out of sight. Oh! He had left the kitchen door open. That was it. He closed the door and stood again before the furnace, thinking, Cats can t talk _. He got his knife from his pocket and opened it and stood by the furnace, looking at Mary s white throat. Could he do it? He had to. Would there be blood? Oh, Lord! He looked round with a haunted and pleading look in his eyes. He saw a pile of old newspapers stacked carefully in a corner. He got a thick wad of them and held them under the head. He touched the sharp blade to the throat, just touched it, as if expecting the knife to cut the white flesh of itself, as if he did not have to put pressure behind it. ",0.040909091,0.013636364,0.027272727,222
"Wistfully, ",0.5,0,0.5,1
he gazed at the edge of the blade resting on the white skin; the gleaming metal reflected the tremulous fury of the coals. Yes; he had to. ,0.071428571,0.035714286,0.035714286,27
"Gently,",0,0,0,1
"he sawed the blade into the flesh and struck a bone. He gritted his teeth and cut harder. As yet there was no blood anywhere but on the knife. But the bone made it difficult. Sweat crawled down his back. Then blood crept outward in widening circles of pink on the newspapers, spreading quickly now. He whacked at the bone with the knife. The head hung limply on the newspapers, the curly black hair dragging about in blood. He whacked harder, but the head would not come off. He paused, ",0.010989011,0.065934066,-0.054945055,90
hysterical. ,0.5,0.5,0,1
"He wanted to run from the basement and go as far as possible from the sight of this bloody throat. But he could not. He must not. He had to burn this girl. With eyes glazed, with nerves tingling with ",0.024390244,0.024390244,0,40
"excitement, ",1,0,1,1
"he looked about the basement. He saw a hatchet. Yes! That would do it. He spread a neat layer of newspapers beneath the head, so that the blood would not drip on the floor.He got the hatchet, held the head at a slanting angle with his left hand and, after pausing in an attitude of prayer, sent the blade of the hatchet into the bone of the throat with all the strength of his body. The head rolled off. He was not crying, but his lips were trembling and his chest was heaving. He wanted to lie down upon the floor and sleep off the horror of this thing. But he had to get out of here. Quickly, he wrapped the head in the newspapers and used the wad to push the bloody trunk of the body deeper into the furnace. Then he shoved the head in. The hatchet went next. Would there be coal enough to burn the body? No one would come down here before ten o clock in the morning, maybe. He looked at his watch. It was four o clock. He got another piece of paper and wiped his knife with it. He put the paper into the furnace and the knife into his pocket. He pulled the lever and coal rattled against the sides of the tin chute and he saw the whole furnace blaze and the draft roared still louder. When the body was covered with coal, he pushed the lever back. Now! He shut the trunk and pushed it into a corner. In the morning he would take it to the station. He looked around to see if he had left anything that would betray him; he saw nothing. He went out of the back door; a few fine flakes of snow were floating down. It had grown colder. The car was still in the driveway. Yes; he would leave it there. Jan and Mary were sitting in the car, kissing. They said, Good night, Bigger _ And he said, Good night _  And he touched his hand to his cap _ As he passed the car he saw that the door was still open. Mary s purse was on the floor. He took it and closed the door. Naw! Leave it open; he opened it and went on down the driveway. The streets were empty and silent. The wind chilled his wet body. He tucked the purse under his arm and walked. What would happen now? Ought he to run away? He stopped at a street corner and looked into the purse. There was a thick roll of bills; tens and twenties _ Good! He would wait until morning to decide what to do. He was ",0.020044543,0.022271715,-0.002227171,454
tired ,0.5,0.5,0,1
and ,0.5,0,0.5,1
sleepy. ,0.5,0,0.5,1
"He hurried home and ran up the steps and went on tiptoe into the room. His mother and brother and sister breathed regularly in sleep. He began to undress, thinking, I ll tell  em I left her with Jan in the car after I took the trunk down in the basement. In the morning I ll take the trunk to the station, like she told me _ He felt something heavy sagging in his shirt; it was the gun. He took it out; it was warm and wet. He shoved it under the pillow. They can t say I did it. If they do, they can t prove it. He eased the covers of the bed back and slipped beneath them and stretched out beside Buddy; in five minutes he was sound asleep.",0.015625,0.0078125,0.0078125,133
